zipcode,zone,trange,zonetitle,last_spring_frost,first_fall_frost,growing_season
50037,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50038,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50039,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50040,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50042,5a,-20 to -15,5a: -20 to -15,May 6,Sep 26,142 days
50043,5a,-20 to -15,5a: -20 to -15,May 3,Oct 4,153 days
50044,5b,-15 to -10,5b: -15 to -10,May 1,Oct 8,159 days
50046,5b,-15 to -10,5b: -15 to -10,May 1,Oct 5,156 days
50047,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50048,5b,-15 to -10,5b: -15 to -10,May 8,Sep 28,142 days
50049,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50050,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50051,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50052,5b,-15 to -10,5b: -15 to -10,Apr 27,Oct 13,168 days
50054,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50055,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 5,157 days
50056,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50057,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50058,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50060,5b,-15 to -10,5b: -15 to -10,Apr 27,Oct 13,168 days
50061,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50062,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50063,5b,-15 to -10,5b: -15 to -10,May 2,Oct 3,153 days
50064,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50065,5b,-15 to -10,5b: -15 to -10,Apr 22,Oct 15,175 days
50066,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50067,5b,-15 to -10,5b: -15 to -10,Apr 22,Oct 15,175 days
50068,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50069,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50070,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50071,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50072,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50073,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 9,162 days
50074,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 10,163 days
50075,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50076,5a,-20 to -15,5a: -20 to -15,May 6,Sep 28,144 days
50078,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50099,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50101,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50102,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50103,5b,-15 to -10,5b: -15 to -10,May 6,Oct 2,148 days
50104,5b,-15 to -10,5b: -15 to -10,May 1,Oct 9,160 days
50105,5b,-15 to -10,5b: -15 to -10,May 2,Oct 2,152 days
50106,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50107,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50108,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 10,163 days
50109,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50110,5a,-20 to -15,5a: -20 to -15,May 6,Sep 28,144 days
50111,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50112,5b,-15 to -10,5b: -15 to -10,May 8,Sep 30,144 days
50115,5a,-20 to -15,5a: -20 to -15,May 8,Sep 28,142 days
50116,5b,-15 to -10,5b: -15 to -10,May 1,Oct 8,159 days
50117,5a,-20 to -15,5a: -20 to -15,May 6,Sep 28,144 days
50118,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50119,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50120,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50122,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50123,5b,-15 to -10,5b: -15 to -10,May 6,Oct 2,148 days
50124,5b,-15 to -10,5b: -15 to -10,May 1,Oct 5,156 days
50125,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50126,5a,-20 to -15,5a: -20 to -15,May 3,Oct 4,153 days
50127,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 11,165 days
50128,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50129,5b,-15 to -10,5b: -15 to -10,May 1,Oct 1,152 days
50130,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50131,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50132,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50133,5b,-15 to -10,5b: -15 to -10,Apr 22,Oct 15,175 days
50134,5b,-15 to -10,5b: -15 to -10,May 2,Oct 2,152 days
50135,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 11,165 days
50136,5b,-15 to -10,5b: -15 to -10,May 1,Oct 9,160 days
50137,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 11,165 days
50138,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50139,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50140,5b,-15 to -10,5b: -15 to -10,Apr 23,Oct 14,173 days
50141,5b,-15 to -10,5b: -15 to -10,May 3,Oct 1,150 days
50142,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50143,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 9,163 days
50144,5b,-15 to -10,5b: -15 to -10,May 6,Oct 2,148 days
50145,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50146,5a,-20 to -15,5a: -20 to -15,May 8,Sep 28,142 days
50147,5b,-15 to -10,5b: -15 to -10,May 6,Oct 2,148 days
50148,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50149,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50150,5b,-15 to -10,5b: -15 to -10,May 1,Oct 8,159 days
50151,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50152,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50153,5b,-15 to -10,5b: -15 to -10,May 8,Sep 30,144 days
50154,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50155,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50156,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 7,159 days
50157,5a,-20 to -15,5a: -20 to -15,May 8,Sep 30,144 days
50158,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50160,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50161,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 5,157 days
50162,5b,-15 to -10,5b: -15 to -10,May 3,Oct 1,150 days
50163,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50164,5b,-15 to -10,5b: -15 to -10,May 8,Sep 28,142 days
50165,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50166,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50167,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50168,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 5,157 days
50169,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50170,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50171,5b,-15 to -10,5b: -15 to -10,May 8,Sep 30,144 days
50173,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50174,5b,-15 to -10,5b: -15 to -10,May 3,Oct 2,151 days
50201,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 5,157 days
50206,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50207,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 9,163 days
50208,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 11,165 days
50210,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50211,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50212,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50213,5b,-15 to -10,5b: -15 to -10,May 3,Oct 2,151 days
50214,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50216,5a,-20 to -15,5a: -20 to -15,May 8,Sep 28,142 days
50217,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50218,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50219,5b,-15 to -10,5b: -15 to -10,Apr 26,Oct 13,169 days
50220,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50222,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50223,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50225,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50226,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50227,5a,-20 to -15,5a: -20 to -15,May 3,Oct 4,153 days
50228,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50229,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50230,5a,-20 to -15,5a: -20 to -15,May 3,Oct 4,153 days
50231,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50232,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 11,165 days
50233,5a,-20 to -15,5a: -20 to -15,May 4,Sep 28,146 days
50234,5b,-15 to -10,5b: -15 to -10,Apr 30,Oct 5,157 days
50235,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50236,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50237,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50238,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50239,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50240,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50241,5b,-15 to -10,5b: -15 to -10,May 1,Oct 6,157 days
50242,5b,-15 to -10,5b: -15 to -10,May 8,Sep 30,144 days
50243,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50244,5b,-15 to -10,5b: -15 to -10,May 2,Oct 2,152 days
50246,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50247,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50248,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50249,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50250,5b,-15 to -10,5b: -15 to -10,May 1,Oct 5,156 days
50251,5b,-15 to -10,5b: -15 to -10,May 8,Sep 30,144 days
50252,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 10,164 days
50254,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 10,163 days
50255,5b,-15 to -10,5b: -15 to -10,May 1,Oct 9,160 days
50256,5b,-15 to -10,5b: -15 to -10,Apr 28,Oct 9,163 days
50257,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50258,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50261,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50262,5b,-15 to -10,5b: -15 to -10,May 3,Oct 2,151 days
50263,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50264,5b,-15 to -10,5b: -15 to -10,May 6,Oct 2,148 days
50265,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50266,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50268,5b,-15 to -10,5b: -15 to -10,May 1,Oct 9,160 days
50269,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50271,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50272,5b,-15 to -10,5b: -15 to -10,May 10,Sep 29,141 days
50273,5b,-15 to -10,5b: -15 to -10,May 4,Sep 28,146 days
50274,5b,-15 to -10,5b: -15 to -10,May 6,Sep 26,142 days
50275,5b,-15 to -10,5b: -15 to -10,May 3,Oct 2,151 days
50276,5a,-20 to -15,5a: -20 to -15,May 2,Oct 3,153 days
50277,5a,-20 to -15,5a: -20 to -15,May 8,Sep 28,142 days
50278,5a,-20 to -15,5a: -20 to -15,Apr 30,Oct 5,157 days
50301,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50302,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50303,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50304,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50305,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50306,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50307,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50308,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50309,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50310,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50311,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50312,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50313,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 9,162 days
50314,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50315,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50316,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50317,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50318,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50319,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50320,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50321,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50322,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50323,5b,-15 to -10,5b: -15 to -10,Apr 25,Oct 12,169 days
50324,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50325,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50327,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50328,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50329,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50330,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50331,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50332,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50333,5b,-15 to -10,5b: -15 to -10,Apr 29,Oct 9,162 days
50334,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50335,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50336,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50339,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50340,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50359,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50360,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50361,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50362,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50363,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50364,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50367,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50368,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50369,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50380,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50381,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50391,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50392,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50393,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50394,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50395,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50396,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50398,5b,-15 to -10,5b: -15 to -10,Apr 24,Oct 14,172 days
50401,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50402,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50420,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50421,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50423,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50424,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50426,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50428,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50430,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50431,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50432,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50433,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50434,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50435,5a,-20 to -15,5a: -20 to -15,May 6,Oct 1,147 days
50436,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50438,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50439,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50440,5a,-20 to -15,5a: -20 to -15,May 9,Sep 28,141 days
50441,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50444,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50446,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50447,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50448,5a,-20 to -15,5a: -20 to -15,May 9,Sep 28,141 days
50449,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50450,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50451,5a,-20 to -15,5a: -20 to -15,May 8,Sep 26,140 days
50452,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50453,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50454,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50455,5a,-20 to -15,5a: -20 to -15,May 11,Sep 25,136 days
50456,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50457,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50458,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50459,5a,-20 to -15,5a: -20 to -15,May 9,Sep 28,141 days
50460,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50461,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50464,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50465,5a,-20 to -15,5a: -20 to -15,May 6,Oct 1,147 days
50466,4b,-25 to -20,4b: -25 to -20,May 4,Oct 3,151 days
50467,5a,-20 to -15,5a: -20 to -15,May 3,Oct 1,150 days
50468,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50469,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50470,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50471,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50472,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50473,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50475,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50476,5a,-20 to -15,5a: -20 to -15,May 4,Oct 3,151 days
50477,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50478,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50479,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50480,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50482,5a,-20 to -15,5a: -20 to -15,May 7,Sep 26,141 days
50483,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50484,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50501,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50510,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50511,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50514,5a,-20 to -15,5a: -20 to -15,May 8,Sep 26,140 days
50515,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50516,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50517,5a,-20 to -15,5a: -20 to -15,May 8,Sep 26,140 days
50518,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50519,5a,-20 to -15,5a: -20 to -15,May 1,Oct 2,153 days
50520,5a,-20 to -15,5a: -20 to -15,May 1,Oct 2,153 days
50521,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50522,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50523,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50524,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50525,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50526,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50527,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50528,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50529,5a,-20 to -15,5a: -20 to -15,May 2,Oct 6,156 days
50530,5a,-20 to -15,5a: -20 to -15,May 3,Oct 6,155 days
50531,5a,-20 to -15,5a: -20 to -15,May 7,Sep 24,139 days
50532,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50533,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50535,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50536,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50538,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50539,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50540,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50541,5a,-20 to -15,5a: -20 to -15,May 1,Oct 2,153 days
50542,5a,-20 to -15,5a: -20 to -15,May 4,Oct 4,152 days
50543,5a,-20 to -15,5a: -20 to -15,May 1,Oct 1,152 days
50544,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50545,5a,-20 to -15,5a: -20 to -15,May 2,Oct 6,156 days
50546,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50548,5a,-20 to -15,5a: -20 to -15,May 1,Oct 2,153 days
50551,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50552,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50554,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50556,5a,-20 to -15,5a: -20 to -15,May 8,Sep 26,140 days
50557,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50558,5a,-20 to -15,5a: -20 to -15,May 2,Oct 6,156 days
50559,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50560,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50561,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50562,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50563,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50565,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50566,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50567,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50568,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50569,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50570,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50571,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50573,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50574,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50575,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50576,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50577,5a,-20 to -15,5a: -20 to -15,May 2,Oct 6,156 days
50578,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50579,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50581,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50582,5a,-20 to -15,5a: -20 to -15,May 1,Oct 2,153 days
50583,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50585,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50586,5a,-20 to -15,5a: -20 to -15,May 1,Oct 4,155 days
50588,5a,-20 to -15,5a: -20 to -15,May 1,Oct 7,158 days
50590,5a,-20 to -15,5a: -20 to -15,May 8,Sep 26,140 days
50591,5a,-20 to -15,5a: -20 to -15,May 2,Oct 6,156 days
50592,5a,-20 to -15,5a: -20 to -15,May 1,Oct 7,158 days
50593,5a,-20 to -15,5a: -20 to -15,May 2,Oct 1,151 days
50594,5a,-20 to -15,5a: -20 to -15,May 3,Oct 2,151 days
50595,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50597,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50598,5a,-20 to -15,5a: -20 to -15,May 4,Oct 1,149 days
50599,5a,-20 to -15,5a: -20 to -15,May 8,Sep 27,141 days
50601,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50602,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50603,5a,-20 to -15,5a: -20 to -15,May 6,Sep 30,146 days
50604,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50605,5a,-20 to -15,5a: -20 to -15,May 3,Oct 3,152 days
50606,4b,-25 to -20,4b: -25 to -20,May 9,Sep 29,142 days
50607,5a,-20 to -15,5a: -20 to -15,May 8,Sep 24,138 days
50608,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50609,5a,-20 to -15,5a: -20 to -15,May 4,Sep 30,148 days
50611,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50612,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50613,5a,-20 to -15,5a: -20 to -15,May 2,Oct 4,154 days
50616,5a,-20 to -15,5a: -20 to -15,May 6,Oct 1,147 days
50619,5a,-20 to -15,5a: -20 to -15,May 2,Oct 2,152 days
50620,5a,-20 to -15,5a: -20 to -15,May 6,Oct 1,147 days
